page,src,x,y,width,height,is_hyperlink,alt,title,smallest_rendered_ancestors_width,smallest_rendered_ancestors_height,edit_distance_title_to_src,edit_distance_title_to_alt,edit_distance_title_to_title,classes_contain_header,classes_contain_content,classes_contain_nav,classes_contain_sidebar,classes_contain_footer,classes_contain_article,classes_contain_story,classes_contain_ad,classes_contain_advert,classes_contain_logo,classes_contain_main,is_relevant,is_external,in_bounds,distance_from_edge_left,distance_from_edge_right,distance_from_edge_up,distance_from_edge_down,same_sized_imgs,standardized_edit_distance_title_to_src,standardized_edit_distance_title_to_alt,standardized_edit_distance_title_to_title,center_x,center_y,rel_x,rel_y,rel_width,rel_height,rel_distance_left,rel_distance_right,rel_distance_up,rel_distance_down,rel_ancestors_width,rel_ancestors_height
C7602768A214451D3D91346FED37176B-44,124866998.jpg.CROP.rectangle-xsmall.jpg,,,,,1,,,336,423,100,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17,-0.3326831677118458,0.27004512977641265,0.24650254157039933,,,,,,,,,,,0.328125,0.10662969498361483
C7602768A214451D3D91346FED37176B-45,121212_DRINK_beer.jpg.CROP.rectangle-xsmall.jpg,,,,,1,,,336,423,101,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17,-0.32819989814511796,0.27004512977641265,0.24650254157039933,,,,,,,,,,,0.328125,0.10662969498361483
C7602768A214451D3D91346FED37176B-46,climatedenierspapers.jpg.CROP.rectangle-xsmall.jpg,,,,,1,,,336,423,96,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17,-0.3506162459787572,0.27004512977641265,0.24650254157039933,,,,,,,,,,,0.328125,0.10662969498361483
C7602768A214451D3D91346FED37176B-47,121211_SCI_EmmaMarris.jpg.CROP.rectangle-xsmall.jpg,,,,,1,,,336,423,100,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17,-0.3326831677118458,0.27004512977641265,0.24650254157039933,,,,,,,,,,,0.328125,0.10662969498361483
C7602768A214451D3D91346FED37176B-48,randyhalverson_meteor.jpg.CROP.rectangle-xsmall.jpg,,,,,1,,,336,423,97,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17,-0.34613297641202934,0.27004512977641265,0.24650254157039933,,,,,,,,,,,0.328125,0.10662969498361483
C7602768A214451D3D91346FED37176B-49,timelogo.gif,668,2001,105,36,1,,,77,50,104,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,668,251,2000,1931,1,-0.3147500894449344,0.27004512977641265,0.24650254157039933,720,2019,0.65234375,0.5044113940005042,0.1025390625,0.009074867658179985,0.65234375,0.2451171875,0.5041593143433325,0.4867658179984875,0.0751953125,0.012603982858583312
C7602768A214451D3D91346FED37176B-50,232_int_syria_phase_alt_1206.jpg,678,2048,77,50,0,,,313,50,102,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,269,2047,1870,1,-0.3237166285783901,0.27004512977641265,0.24650254157039933,716,2073,0.662109375,0.5162591378875725,0.0751953125,0.012603982858583312,0.662109375,0.2626953125,0.5160070582304008,0.4713889589110159,0.3056640625,0.012603982858583312
C7602768A214451D3D91346FED37176B-51,partner_logo_TheWeek.gif,675,2233,110,34,1,,,52,45,99,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,675,239,2232,1701,1,-0.33716643727857365,0.27004512977641265,0.24650254157039933,730,2250,0.6591796875,0.5628938744643307,0.107421875,0.008570708343836652,0.6591796875,0.2333984375,0.562641794807159,0.4287874968490043,0.05078125,0.01134358457272498
C7602768A214451D3D91346FED37176B-52,the-heisman-trophy-awarded-annually-to-college-footballs-best-player.jpg%3F157,678,2280,45,45,0,,,281,45,94,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2279,1643,6,-0.35958278511221287,0.27004512977641265,0.24650254157039933,700,2302,0.662109375,0.574741618351399,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.5744895386942274,0.41416687673304764,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-53,morsi-delivers-a-televised-statement-in-cairo-on-dec-6.jpg%3F157,678,2335,45,45,0,,,281,45,97,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2334,1588,6,-0.34613297641202934,0.27004512977641265,0.24650254157039933,700,2357,0.662109375,0.5886059994958407,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.588353919838669,0.400302495588606,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-54,downtown-detroit-just-one-of-many-urban-areas-that-needs-help.jpg%3F157,678,2390,45,45,0,,,281,45,98,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2389,1533,6,-0.3416497068453015,0.27004512977641265,0.24650254157039933,700,2412,0.662109375,0.6024703806402824,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.6022183009831107,0.38643811444416437,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-55,new-newser-logo.png,674,2494,100,34,1,,,77,50,102,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,674,250,2493,1440,1,-0.3237166285783901,0.27004512977641265,0.24650254157039933,724,2511,0.658203125,0.6286866649861356,0.09765625,0.008570708343836652,0.658203125,0.244140625,0.6284345853289639,0.3629947063271994,0.0751953125,0.012603982858583312
C7602768A214451D3D91346FED37176B-56,getimage.aspx%3Fmediaid%3D912632%26width%3D45%26height%3D45%26crop%3DY%26updateddate%3D20121207063229,678,2541,45,45,0,,,281,45,106,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2540,1382,6,-0.3057835503114787,0.27004512977641265,0.24650254157039933,700,2563,0.662109375,0.6405344088732039,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.6402823292160322,0.3483740862112428,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-57,getimage.aspx%3Fmediaid%3D912605%26width%3D45%26height%3D45%26crop%3DY%26updateddate%3D20121206185714,678,2596,45,45,0,,,281,45,106,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2595,1327,6,-0.3057835503114787,0.27004512977641265,0.24650254157039933,700,2618,0.662109375,0.6543987900176456,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.6541467103604739,0.3345097050668011,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-58,getimage.aspx%3Fmediaid%3D912531%26width%3D45%26height%3D45%26crop%3DY%26updateddate%3D20121206162509,678,2651,45,45,0,,,281,45,106,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,301,2650,1272,6,-0.3057835503114787,0.27004512977641265,0.24650254157039933,700,2673,0.662109375,0.6682631711620872,0.0439453125,0.01134358457272498,0.662109375,0.2939453125,0.6680110915049156,0.32064532392235945,0.2744140625,0.01134358457272498
C7602768A214451D3D91346FED37176B-59,http%3A//d18cih6mmf0fx0.cloudfront.net/FAVICONS/fav5015841.png,688,2775,16,16,1,,,274,18,103,114,114,0,1,0,0,0,0,0,1,0,0,0,0,1,1,688,320,2774,1177,3,-0.3192333590116623,0.27004512977641265,0.24650254157039933,696,2783,0.671875,0.6995210486513739,0.015625,0.00403327451474666,0.671875,0.3125,0.6992689689942022,0.2966977564910512,0.267578125,0.004537433829089992
C7602768A214451D3D91346FED37176B-60,http%3A//d18cih6mmf0fx0.cloudfront.net/FAVICONS/fav5000391.png,688,2799,16,16,1,,,274,18,104,114,114,0,1,0,0,0,0,0,1,0,0,0,0,1,1,688,320,2798,1153,3,-0.3147500894449344,0.27004512977641265,0.24650254157039933,696,2807,0.671875,0.7055709604234939,0.015625,0.00403327451474666,0.671875,0.3125,0.7053188807663222,0.2906478447189312,0.267578125,0.004537433829089992
C7602768A214451D3D91346FED37176B-61,http%3A//d18cih6mmf0fx0.cloudfront.net/FAVICONS/fav5015841.png,688,2823,16,16,1,,,274,36,103,114,114,0,1,0,0,0,0,0,1,0,0,0,0,1,1,688,320,2822,1129,3,-0.3192333590116623,0.27004512977641265,0.24650254157039933,696,2831,0.671875,0.7116208721956138,0.015625,0.00403327451474666,0.671875,0.3125,0.7113687925384421,0.2845979329468112,0.267578125,0.009074867658179985
C7602768A214451D3D91346FED37176B-62,121213_SLATEV_GiftWrapped.jpg.CROP.rectangle-xsmall.jpg,678,3344,90,56,1,,,252,74,101,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,256,3343,568,8,-0.32819989814511796,0.27004512977641265,0.24650254157039933,723,3372,0.662109375,0.8429543735820519,0.087890625,0.01411646080161331,0.662109375,0.25,0.8427022939248803,0.14318124527350642,0.24609375,0.018653894630703303
C7602768A214451D3D91346FED37176B-63,121210_HIS_SPUGS.jpg.CROP.rectangle-xsmall.jpg,678,3434,90,56,1,,,250,89,103,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,256,3433,478,8,-0.3192333590116623,0.27004512977641265,0.24650254157039933,723,3462,0.662109375,0.8656415427275019,0.087890625,0.01411646080161331,0.662109375,0.25,0.8653894630703303,0.12049407612805646,0.244140625,0.022435089488278295
C7602768A214451D3D91346FED37176B-64,121210_EXP_NativityScene.jpg.CROP.rectangle-xsmall.jpg,678,3539,90,56,1,,,265,59,99,114,114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,678,256,3538,373,8,-0.33716643727857365,0.27004512977641265,0.24650254157039933,723,3567,0.662109375,0.8921099067305268,0.087890625,0.01411646080161331,0.662109375,0.25,0.8918578270733551,0.09402571212503151,0.2587890625,0.01487269977312831
C7602768A214451D3D91346FED37176B-65,157167261.jpg.CROP.rectangle-tap3.jpg,30,3657,149,92,1,,,149,156,101,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,30,845,3656,219,10,-0.32819989814511796,0.27004512977641265,0.24650254157039933,104,3703,0.029296875,0.9218553062767835,0.1455078125,0.023191328459793294,0.029296875,0.8251953125,0.9216032266196118,0.055205444920594905,0.1455078125,0.03932442651877993
C7602768A214451D3D91346FED37176B-66,TT_121213_SCI_EmmaMarris.jpg.CROP.rectangle-tap3.jpg,193,3657,149,92,1,,,149,184,100,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,193,682,3656,219,10,-0.3326831677118458,0.27004512977641265,0.24650254157039933,267,3703,0.1884765625,0.9218553062767835,0.1455078125,0.023191328459793294,0.1884765625,0.666015625,0.9216032266196118,0.055205444920594905,0.1455078125,0.04638265691958659
C7602768A214451D3D91346FED37176B-67,121213_MOV_SavetheDate.jpg.CROP.rectangle-tap3.jpg,356,3657,149,92,1,,,149,184,101,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,356,519,3656,219,10,-0.32819989814511796,0.27004512977641265,0.24650254157039933,430,3703,0.34765625,0.9218553062767835,0.1455078125,0.023191328459793294,0.34765625,0.5068359375,0.9216032266196118,0.055205444920594905,0.1455078125,0.04638265691958659
C7602768A214451D3D91346FED37176B-68,158272811.jpg.CROP.rectangle-tap3.jpg,519,3657,149,92,1,,,149,170,101,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,519,356,3656,219,10,-0.32819989814511796,0.27004512977641265,0.24650254157039933,593,3703,0.5068359375,0.9218553062767835,0.1455078125,0.023191328459793294,0.5068359375,0.34765625,0.9216032266196118,0.055205444920594905,0.1455078125,0.042853541719183263
C7602768A214451D3D91346FED37176B-69,TT_121213_LUXEX_Yaught.jpg.CROP.rectangle-tap3.jpg,682,3657,149,92,1,,,149,170,102,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,682,193,3656,219,10,-0.3237166285783901,0.27004512977641265,0.24650254157039933,756,3703,0.666015625,0.9218553062767835,0.1455078125,0.023191328459793294,0.666015625,0.1884765625,0.9216032266196118,0.055205444920594905,0.1455078125,0.042853541719183263
C7602768A214451D3D91346FED37176B-70,158275873.jpg.CROP.rectangle-tap3.jpg,845,3657,149,92,1,,,149,184,101,114,114,0,1,0,0,1,0,0,0,0,0,0,0,0,1,845,30,3656,219,10,-0.32819989814511796,0.27004512977641265,0.24650254157039933,919,3703,0.8251953125,0.9218553062767835,0.1455078125,0.023191328459793294,0.8251953125,0.029296875,0.9216032266196118,0.055205444920594905,0.1455078125,0.04638265691958659
C7602768A214451D3D91346FED37176B-71,//p.twitter.com/t.gif%3F_%3D1355442583564%26amp%3Bcount%3Dhorizontal%26amp%3Bcounturl%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Bid%3Dtwitter-widget-1%26amp%3Blang%3Den%26amp%3Boriginal_referer%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Brelated%3Dfmanjoo%26amp%3Bsize%3Dm%26amp%3Btext%3DHelicopters%252C%2520Quadcopters%252C%2520and%2520This%2520Year%25E2%2580%2599s%2520Other%2520Amazing%2520Flying%2520Toys%26amp%3Burl%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%253Futm_source%253Dtw%2526utm_medium%253Dsm%2526utm_campaign%253Dbutton_toolbar%26amp%3Btype%3Dshare%26amp%3Btwttr_referrer%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Btwttr_widget%3D1%26amp%3Btwttr_hask%3D0%26amp%3Btwttr_li%3D0%26amp%3Btwttr_pid%3D,-9999,-19999,1,1,0,,,1024,3967,1177,114,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9999,11022,-20000,23966,3,4.495798155654045,0.27004512977641265,0.24650254157039933,-9999,-19999,-9.7646484375,-5.041341063776153,0.0009765625,0.00025207965717166626,-9.7646484375,10.763671875,-5.0415931434333245,6.041341063776153,1.0,1.0
C7602768A214451D3D91346FED37176B-72,//p.twitter.com/t.gif%3F_%3D1355442583567%26amp%3Bcount%3Dvertical%26amp%3Bcounturl%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Bid%3Dtwitter-widget-2%26amp%3Blang%3Den%26amp%3Boriginal_referer%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Brelated%3Dfmanjoo%26amp%3Bsize%3Dm%26amp%3Btext%3DHelicopters%252C%2520Quadcopters%252C%2520and%2520This%2520Year%25E2%2580%2599s%2520Other%2520Amazing%2520Flying%2520Toys%26amp%3Burl%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%253Futm_source%253Dtw%2526utm_medium%253Dsm%2526utm_campaign%253Dbutton_chunky%26amp%3Bvia%3Dslate%26amp%3Btype%3Dshare%26amp%3Btwttr_referrer%3Dhttp%253A%252F%252Fwww.slate.com%252Farticles%252Ftechnology%252Fholidays%252F2012%252F12%252Fparrot_ar_drone_2_0_quadricopter_and_air_hogs_battle_tracker_reviews_of.html%26amp%3Btwttr_widget%3D1%26amp%3Btwttr_hask%3D0%26amp%3Btwttr_li%3D0%26amp%3Btwttr_pid%3D,-9999,-19999,1,1,0,,,1024,3967,1194,114,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9999,11022,-20000,23966,3,4.572013738288418,0.27004512977641265,0.24650254157039933,-9999,-19999,-9.7646484375,-5.041341063776153,0.0009765625,0.00025207965717166626,-9.7646484375,10.763671875,-5.0415931434333245,6.041341063776153,1.0,1.0
60B4471E1FB1E8E0D266D97071669CCB-0,icon_today.png,16,-9945,46,54,0,E-mail Sign Up,,16,55,60,59,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,962,-9945,12862,1,-0.5336374481273295,-0.41899005453559385,0.0,39,-9918,0.015625,-3.347357791989229,0.044921875,0.018175698418041064,0.015625,0.939453125,-3.347357791989229,4.329182093571188,0.015625,0.018512285425782565
60B4471E1FB1E8E0D266D97071669CCB-1,B6188947%3Bsz%3D88x31%3Bpc%3Dnyt176128A320785%3Bord%3D2012.12.21.18.23.13,902,42,88,31,1,Click Here,,88,32,71,61,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,902,34,42,2898,1,-0.27158334413623025,-0.046554450503954875,0.0,946,57,0.880859375,0.01413665432514305,0.0859375,0.010434197239986537,0.880859375,0.033203125,0.01413665432514305,0.9754291484348704,0.0859375,0.010770784247728038
60B4471E1FB1E8E0D266D97071669CCB-2,nytlogo152x23.gif,34,46,152,23,1,New York Times,,861,31,60,54,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34,838,46,2902,1,-0.5336374481273295,-1.3500790646146912,0.0,110,57,0.033203125,0.015483002356109055,0.1484375,0.007741501178054527,0.033203125,0.818359375,0.015483002356109055,0.9767754964658364,0.8408203125,0.010434197239986537
60B4471E1FB1E8E0D266D97071669CCB-3,22boehner3-articleLarge.jpg,37,255,600,400,0,,,600,400,54,65,65,0,1,0,0,0,1,0,0,0,0,1,1,0,1,37,387,255,2316,1,-0.6765760503042927,0.6983167575593231,0.0,337,455,0.0361328125,0.0858296869740828,0.5859375,0.13463480309660047,0.0361328125,0.3779296875,0.0858296869740828,0.7795355099293168,0.5859375,0.13463480309660047
60B4471E1FB1E8E0D266D97071669CCB-4,"
http://graphics8.nytimes.com/ads/articletools/Hitchcock_120x60GGnom_12.13.12.gif",510,1040,120,60,1,,,120,63,73,65,65,0,1,0,0,0,1,0,0,0,0,1,0,1,1,510,394,1040,1871,1,-0.22393714341057583,0.6983167575593231,0.0,570,1070,0.498046875,0.35005048805116123,0.1171875,0.02019522046449007,0.498046875,0.384765625,0.35005048805116123,0.6297542914843487,0.1171875,0.021204981487714575
60B4471E1FB1E8E0D266D97071669CCB-5,debtreck_75.gif,152,881,75,75,1,,,75,75,59,65,65,0,1,0,0,0,1,1,0,0,0,1,0,0,1,152,797,881,2015,1,-0.5574605484901567,0.6983167575593231,0.0,189,918,0.1484375,0.2965331538202625,0.0732421875,0.02524402558061259,0.1484375,0.7783203125,0.2965331538202625,0.6782228205991249,0.0732421875,0.02524402558061259
60B4471E1FB1E8E0D266D97071669CCB-6,CITY-jp-CONGRESS-1-articleInline.jpg,37,1245,190,127,1,,,190,127,57,65,65,0,1,0,0,0,1,0,0,0,0,1,0,0,1,37,797,1245,1599,1,-0.6051067492158111,0.6983167575593231,0.0,132,1308,0.0361328125,0.41905082463816895,0.185546875,0.04274654998317065,0.0361328125,0.7783203125,0.41905082463816895,0.5382026253786604,0.185546875,0.04274654998317065
60B4471E1FB1E8E0D266D97071669CCB-7,A,,,,,0,,,617,2414,64,65,65,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,,,,8,-0.43834504667602064,0.6983167575593231,0.0,,,,,,,,,,,0.6025390625,0.8125210366879838
60B4471E1FB1E8E0D266D97071669CCB-8,icon-newspaper.jpg,40,2501,40,27,1,"Get Home
Delivery",,412,16,58,55,65,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,944,2501,443,1,-0.5812836488529839,-1.1638612625988718,0.0,60,2514,0.0390625,0.8418041063614945,0.0390625,0.009087849209020532,0.0390625,0.921875,0.8418041063614945,0.14910804442948503,0.40234375,0.005385392123864019
60B4471E1FB1E8E0D266D97071669CCB-9,http%3A//graphics8.nytimes.com/images/article/functions/facebook.gif,804,298,16,16,0,,,318,19,62,65,65,1,1,0,0,0,0,0,0,0,0,1,0,1,1,804,204,298,2657,1,-0.48599124740167504,0.6983167575593231,0.0,812,306,0.78515625,0.10030292830696735,0.015625,0.005385392123864019,0.78515625,0.19921875,0.10030292830696735,0.8943116795691687,0.310546875,0.0063951531470885226
60B4471E1FB1E8E0D266D97071669CCB-10,http%3A//external.ak.fbcdn.net/safe_image.php%3Fd%3DAQBRPHKadbQ59zYa%26amp%3Bw%3D200%26amp%3Bh%3D200%26amp%3Burl%3Dhttp%253A%252F%252Fgraphics8.nytimes.com%252Fpackages%252Fimages%252Fmultimedia%252Fbundles%252Fprojects%252F2012%252FAvalancheDeploy%252Fchapter2_flat.jpg%26amp%3Bcrop,763,328,50,50,0,,,152,58,256,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,763,211,328,2593,2,4.135690222986802,0.6983167575593231,0.0,788,353,0.7451171875,0.11040053853921239,0.048828125,0.01682935038707506,0.7451171875,0.2060546875,0.11040053853921239,0.8727701110737126,0.1484375,0.01952204644900707
60B4471E1FB1E8E0D266D97071669CCB-11,http%3A//external.ak.fbcdn.net/safe_image.php%3Fd%3DAQAdazYpd0apIypk%26amp%3Bw%3D200%26amp%3Bh%3D200%26amp%3Burl%3Dhttp%253A%252F%252Fgraphics8.nytimes.com%252Fimages%252F2010%252F09%252F16%252Fopinion%252FKristof_New%252FKristof_New-thumbLarge.jpg%26amp%3Bcrop,929,328,50,50,0,,,152,58,237,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,929,45,328,2593,2,3.6830513160930853,0.6983167575593231,0.0,954,353,0.9072265625,0.11040053853921239,0.048828125,0.01682935038707506,0.9072265625,0.0439453125,0.11040053853921239,0.8727701110737126,0.1484375,0.01952204644900707
60B4471E1FB1E8E0D266D97071669CCB-12,http%3A//graphics8.nytimes.com/images/2012/12/18/science/18CONS/18CONS-thumbStandard-v2.jpg,652,866,48,48,1,,,48,48,84,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,866,2057,9,0.038116960580523385,0.6983167575593231,0.0,676,890,0.63671875,0.29148434870414003,0.046875,0.016156176371592057,0.63671875,0.31640625,0.29148434870414003,0.692359474924268,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-13,http%3A//graphics8.nytimes.com/images/2012/12/23/magazine/23seinfeld88/23seinfeld88-thumbStandard.jpg,652,926,48,48,1,,,48,48,90,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,926,1997,9,0.1810555627574866,0.6983167575593231,0.0,676,950,0.63671875,0.3116795691686301,0.046875,0.016156176371592057,0.63671875,0.31640625,0.3116795691686301,0.6721642544597779,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-14,http%3A//graphics8.nytimes.com/images/2010/09/16/opinion/Krugman_New/Krugman_New-thumbStandard.jpg,652,986,48,48,1,,,48,48,88,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,986,1937,9,0.13340936203183218,0.6983167575593231,0.0,676,1010,0.63671875,0.33187478963312017,0.046875,0.016156176371592057,0.63671875,0.31640625,0.33187478963312017,0.6519690339952878,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-15,http%3A//graphics8.nytimes.com/images/2012/12/20/business/JP-MAPLE/JP-MAPLE-thumbStandard-v2.jpg,652,1046,48,48,1,,,48,48,87,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1046,1877,9,0.109586261669005,0.6983167575593231,0.0,676,1070,0.63671875,0.35207001009761024,0.046875,0.016156176371592057,0.63671875,0.31640625,0.35207001009761024,0.6317738135307978,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-16,http%3A//graphics8.nytimes.com/images/2012/12/16/sunday-review/16SHERLOCK/16SHERLOCK-thumbStandard.jpg,652,1106,48,48,1,,,48,48,94,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1106,1817,9,0.2763479642087954,0.6983167575593231,0.0,676,1130,0.63671875,0.3722652305621003,0.046875,0.016156176371592057,0.63671875,0.31640625,0.3722652305621003,0.6115785930663077,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-17,http%3A//graphics8.nytimes.com/images/2012/12/21/us/jp-POT-1/jp-POT-1-thumbStandard-v3.jpg,652,1166,48,48,1,,,48,48,83,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1166,1757,9,0.014293860217696186,0.6983167575593231,0.0,676,1190,0.63671875,0.3924604510265904,0.046875,0.016156176371592057,0.63671875,0.31640625,0.3924604510265904,0.5913833726018176,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-18,http%3A//graphics8.nytimes.com/images/2010/09/16/opinion/Kristof_New/Kristof_New-thumbStandard-v2.jpg,652,1226,48,48,1,,,48,48,91,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1226,1697,9,0.2048786631203138,0.6983167575593231,0.0,676,1250,0.63671875,0.41265567149108046,0.046875,0.016156176371592057,0.63671875,0.31640625,0.41265567149108046,0.5711881521373275,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-19,http%3A//graphics8.nytimes.com/images/2010/09/16/opinion/Blow_New/Blow_New-thumbStandard.jpg,652,1286,48,48,1,,,48,48,84,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1286,1637,9,0.038116960580523385,0.6983167575593231,0.0,676,1310,0.63671875,0.4328508919555705,0.046875,0.016156176371592057,0.63671875,0.31640625,0.4328508919555705,0.5509929316728375,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-20,http%3A//graphics8.nytimes.com/images/2012/12/23/travel/23HOURS_SPAN/23HOURS1-thumbStandard.jpg,652,1346,48,48,1,,,48,48,87,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,1,652,324,1346,1577,9,0.109586261669005,0.6983167575593231,0.0,676,1370,0.63671875,0.4530461124200606,0.046875,0.016156176371592057,0.63671875,0.31640625,0.4530461124200606,0.5307977112083474,0.046875,0.016156176371592057
60B4471E1FB1E8E0D266D97071669CCB-21,http%3A//graphics8.nytimes.com/images/loaders/loading-grey-lines-circle-18.gif,,,,,0,,,336,675,68,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,8,-0.34305264522471185,0.6983167575593231,0.0,,,,,,,,,,,0.328125,0.2271962302255133
60B4471E1FB1E8E0D266D97071669CCB-22,http%3A//graphics8.nytimes.com/images/recommendations/recommendedLogin.png,,,,,1,,,336,675,66,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,8,-0.39069884595036625,0.6983167575593231,0.0,,,,,,,,,,,0.328125,0.2271962302255133
60B4471E1FB1E8E0D266D97071669CCB-23,http%3A//graphics8.nytimes.com/images/recommendations/recommendedRegister.png,,,,,1,,,336,675,68,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,8,-0.34305264522471185,0.6983167575593231,0.0,,,,,,,,,,,0.328125,0.2271962302255133
60B4471E1FB1E8E0D266D97071669CCB-24,http%3A//graphics8.nytimes.com/images/recommendations/recommendedFacebook.png,,,,,1,,,336,675,68,65,65,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,8,-0.34305264522471185,0.6983167575593231,0.0,,,,,,,,,,,0.328125,0.2271962302255133
